generation,rank_1,rank_2,swapAccepted
8140000,2,3,1
8141000,1,2,1
8142000,1,3,1
8143000,1,2,1
8144000,2,4,1
8145000,1,3,1
8146000,1,2,1
8147000,1,4,1
8148000,2,4,1
8149000,2,4,1
8150000,1,4,1
8151000,1,2,1
8152000,1,3,1
8153000,3,4,0
8154000,3,4,1
8155000,2,4,0
8156000,1,4,1
8157000,2,4,1
8158000,1,2,1
8159000,1,4,1
8160000,1,3,1
8161000,3,4,1
8162000,1,4,1
8163000,2,4,1
8164000,1,2,1
8165000,3,4,1
8166000,1,2,0
8167000,1,3,1
8168000,2,3,1
8169000,1,3,0
8170000,1,3,1
8171000,1,4,1
8172000,2,4,1
8173000,1,4,1
8174000,3,4,1
8175000,3,4,1
8176000,2,3,1
8177000,2,4,1
8178000,1,4,1
8179000,1,2,1
8180000,1,2,1
8181000,2,3,1
8182000,3,4,1
8183000,1,2,1
8184000,1,2,1
8185000,2,4,1
8186000,2,3,1
8187000,1,4,1
8188000,1,2,1
8189000,1,3,1
8190000,1,2,1
8191000,2,3,1
8192000,2,4,1
8193000,1,3,1
8194000,3,4,1
8195000,1,2,1
8196000,3,4,1
8197000,1,3,1
8198000,1,3,1
8199000,1,2,1
8200000,1,4,1
8201000,1,3,1
8202000,1,3,1
8203000,1,4,1
8204000,1,4,1
8205000,1,2,0
8206000,2,4,1
8207000,2,4,1
8208000,2,3,0
8209000,1,2,1
8210000,1,4,1
8211000,1,3,1
8212000,2,4,1
8213000,2,3,1
8214000,2,3,0
8215000,3,4,1
8216000,1,2,1
8217000,2,3,1
8218000,1,4,0
8219000,3,4,1
8220000,2,3,1
8221000,3,4,1
8222000,1,2,1
8223000,2,3,1
8224000,1,3,1
8225000,1,3,1
8226000,2,4,1
8227000,1,4,1
8228000,1,2,1
8229000,2,3,1
8230000,1,3,1
8231000,1,2,1
8232000,1,4,1
8233000,1,3,1
8234000,2,3,1
8235000,1,3,1
8236000,2,3,1
8237000,1,4,1
8238000,3,4,0
8239000,2,4,1
8240000,3,4,1
8241000,1,2,1
8242000,1,2,1
8243000,2,3,1
8244000,1,3,1
8245000,1,4,1
8246000,1,3,1
8247000,1,2,1
8248000,1,4,1
8249000,1,2,1
8250000,3,4,1
8251000,2,3,1
8252000,1,2,1
8253000,2,4,1
8254000,2,4,1
8255000,1,2,1
8256000,2,4,0
8257000,1,4,1
8258000,1,4,0
8259000,2,3,0
8260000,3,4,1
8261000,1,3,1
8262000,2,4,1
8263000,2,3,1
8264000,3,4,1
8265000,3,4,1
8266000,2,3,1
8267000,1,4,1
8268000,1,2,1
8269000,2,4,1
8270000,2,3,1
8271000,1,4,1
8272000,1,3,1
8273000,2,3,1
8274000,3,4,1
8275000,1,2,1
8276000,1,2,1
8277000,2,4,1
8278000,2,3,1
8279000,2,4,1
8280000,2,3,1
8281000,1,4,1
8282000,1,3,1
8283000,1,2,1
8284000,1,2,1
8285000,3,4,1
8286000,2,4,1
8287000,1,4,1
8288000,3,4,1
8289000,1,3,1
8290000,2,4,1
8291000,1,3,1
8292000,1,3,1
8293000,1,2,1
8294000,1,2,1
8295000,2,3,1
8296000,1,3,1
8297000,2,4,1
8298000,1,2,1
8299000,2,4,1
8300000,1,2,1
8301000,1,2,1
8302000,1,3,1
8303000,1,2,1
8304000,1,3,1
8305000,1,4,1
8306000,1,4,1
8307000,3,4,0
8308000,1,2,1
8309000,3,4,1
8310000,2,4,1
8311000,2,3,1
8312000,1,4,1
8313000,3,4,1
8314000,2,4,1
8315000,2,3,1
8316000,1,4,0
8317000,1,4,1
8318000,1,4,0
8319000,1,3,1
8320000,1,2,1
8321000,2,3,1
8322000,2,4,1
8323000,1,4,1
8324000,1,4,1
8325000,1,2,1
8326000,2,3,1
8327000,1,3,0
8328000,3,4,1
8329000,1,2,1
8330000,2,3,1
8331000,2,4,1
8332000,3,4,0
8333000,2,4,1
8334000,2,4,0
8335000,2,3,1
8336000,1,3,1
8337000,2,3,1
8338000,1,3,1
8339000,1,3,1
8340000,1,4,1
8341000,1,2,1
8342000,1,3,0
8343000,1,2,0
8344000,1,3,1
8345000,2,4,0
8346000,1,2,1
8347000,1,3,1
8348000,2,4,1
8349000,1,4,1
8350000,1,3,1
8351000,3,4,1
8352000,3,4,1
8353000,1,3,1
8354000,1,3,0
8355000,1,4,1
8356000,2,3,1
8357000,2,3,1
8358000,2,4,1
8359000,1,4,0
8360000,1,2,1
8361000,2,4,1
8362000,1,4,0
8363000,2,4,1
8364000,1,3,1
8365000,1,4,1
8366000,1,3,1
8367000,2,3,1
8368000,1,3,0
8369000,1,2,1
8370000,1,3,1
8371000,3,4,1
8372000,3,4,1
8373000,1,4,1
8374000,1,4,1
8375000,2,4,1
8376000,3,4,1
8377000,3,4,1
8378000,1,2,1
8379000,1,3,1
8380000,1,4,1
8381000,1,3,1
8382000,1,4,1
8383000,1,4,1
8384000,3,4,1
8385000,1,2,1
8386000,1,4,1
8387000,1,4,0
8388000,2,3,1
8389000,1,4,1
8390000,1,3,1
8391000,2,4,0
8392000,2,3,1
8393000,1,4,1
8394000,2,4,1
8395000,1,4,1
8396000,1,2,1
8397000,3,4,1
8398000,1,4,1
8399000,2,4,1
8400000,3,4,1
8401000,1,4,0
8402000,2,3,1
8403000,1,3,1
8404000,3,4,1
8405000,2,3,1
8406000,1,2,1
8407000,2,4,1
8408000,1,2,1
8409000,1,2,1
8410000,2,3,0
8411000,2,4,1
8412000,3,4,1
8413000,1,3,1
8414000,1,3,1
8415000,2,4,1
8416000,3,4,1
8417000,3,4,1
8418000,1,3,1
8419000,1,3,1
8420000,1,3,1
8421000,1,3,1
8422000,3,4,1
8423000,3,4,1
8424000,1,3,1
8425000,2,4,1
8426000,2,3,1
8427000,2,3,1
8428000,1,2,1
8429000,2,4,1
8430000,2,3,1
8431000,2,3,1
8432000,2,4,1
8433000,1,2,1
8434000,3,4,1
8435000,3,4,1
8436000,2,3,1
8437000,2,4,1
8438000,2,3,1
8439000,3,4,1
8440000,1,2,1
8441000,2,4,0
8442000,1,4,0
8443000,2,4,1
8444000,1,4,0
8445000,2,4,1
8446000,3,4,1
8447000,2,4,1
8448000,1,4,1
8449000,3,4,1
8450000,1,3,1
8451000,2,3,1
8452000,1,4,1
8453000,1,4,1
8454000,1,4,1
8455000,1,3,1
8456000,1,2,1
8457000,2,3,1
8458000,2,4,1
8459000,2,4,1
8460000,1,2,1
8461000,3,4,1
8462000,2,4,0
8463000,2,4,0
8464000,3,4,1
8465000,2,3,1
8466000,1,4,0
8467000,1,2,1
8468000,1,3,1
8469000,3,4,0
8470000,1,2,1
8471000,2,3,1
8472000,2,3,1
8473000,2,3,1
8474000,1,4,1
8475000,3,4,1
8476000,1,4,1
8477000,3,4,1
8478000,1,4,1
8479000,2,3,1
8480000,1,2,1
8481000,2,4,1
8482000,2,3,1
8483000,2,4,1
8484000,2,3,1
8485000,2,3,1
8486000,1,3,1
8487000,3,4,1
8488000,1,2,1
8489000,2,3,1
8490000,1,4,1
8491000,1,4,1
8492000,2,3,1
8493000,1,4,1
8494000,3,4,1
8495000,1,2,1
8496000,2,3,1
8497000,2,3,1
8498000,1,3,1
8499000,1,2,1
8500000,2,4,1
8501000,1,4,1
8502000,2,3,1
8503000,1,4,1
8504000,2,4,1
8505000,2,4,1
8506000,2,3,1
8507000,2,4,1
8508000,3,4,1
8509000,2,4,0
8510000,2,4,0
8511000,3,4,1
8512000,2,4,1
8513000,1,2,1
8514000,2,4,1
8515000,1,2,1
8516000,2,3,1
8517000,3,4,0
8518000,3,4,1
8519000,1,3,1
8520000,1,4,1
8521000,3,4,1
8522000,1,4,1
8523000,1,2,0
8524000,1,4,1
8525000,1,2,1
8526000,1,2,1
8527000,2,4,1
8528000,2,3,1
8529000,1,3,1
8530000,3,4,1
8531000,2,4,1
8532000,1,4,1
8533000,1,4,1
8534000,3,4,1
8535000,2,4,1
8536000,2,4,1
8537000,2,3,1
8538000,2,3,1
8539000,1,4,0
8540000,1,3,1
8541000,1,3,1
8542000,3,4,1
8543000,1,2,1
8544000,2,3,1
8545000,1,3,1
8546000,1,3,1
8547000,1,4,0
8548000,3,4,1
8549000,1,2,1
8550000,2,4,1
8551000,2,4,1
8552000,1,2,1
8553000,2,4,1
8554000,2,3,1
8555000,1,2,1
8556000,2,3,1
8557000,1,2,1
8558000,2,4,1
8559000,1,4,1
8560000,1,3,1
8561000,3,4,1
8562000,2,4,1
8563000,2,4,1
8564000,3,4,1
8565000,1,4,0
8566000,1,2,1
8567000,2,4,1
8568000,1,3,1
8569000,1,3,1
8570000,1,3,1
8571000,3,4,1
8572000,1,4,0
8573000,1,2,0
8574000,1,4,1
8575000,1,2,1
8576000,1,3,1
8577000,1,3,1
8578000,2,4,1
8579000,3,4,1
8580000,2,4,1
8581000,2,4,1
8582000,1,4,1
8583000,3,4,1
8584000,1,2,0
8585000,1,4,1
8586000,2,4,1
8587000,1,3,1
8588000,2,3,0
8589000,1,3,1
8590000,1,3,1
8591000,2,4,1
8592000,1,4,1
8593000,1,3,1
8594000,2,3,1
8595000,1,4,1
8596000,2,4,1
8597000,1,2,1
8598000,1,3,1
8599000,3,4,1
8600000,1,4,1
8601000,1,2,1
8602000,1,2,1
8603000,1,3,1
8604000,2,4,1
8605000,2,3,1
8606000,3,4,1
8607000,1,2,1
8608000,2,4,1
8609000,2,4,1
8610000,2,4,1
8611000,3,4,0
8612000,2,3,1
8613000,3,4,0
8614000,2,4,1
8615000,1,2,1
8616000,2,3,1
8617000,1,3,1
8618000,1,4,1
8619000,2,4,1
8620000,1,4,1
8621000,1,2,1
8622000,3,4,1
8623000,1,4,1
8624000,1,4,1
8625000,3,4,1
8626000,1,3,1
8627000,3,4,1
8628000,1,4,1
8629000,3,4,1
8630000,2,4,1
8631000,1,4,1
8632000,2,3,1
8633000,3,4,1
8634000,2,4,1
8635000,3,4,1
8636000,3,4,1
8637000,2,3,1
8638000,1,3,1
8639000,1,3,1
8640000,1,3,1
8641000,3,4,1
8642000,3,4,1
8643000,1,2,1
8644000,2,3,1
8645000,1,4,1
8646000,1,4,0
8647000,1,2,1
8648000,3,4,1
8649000,1,3,1
8650000,2,4,1
8651000,3,4,0
8652000,1,2,1
8653000,2,3,1
8654000,2,4,1
8655000,2,4,1
8656000,1,3,1
8657000,1,3,1
8658000,2,3,1
8659000,1,3,1
8660000,2,4,1
8661000,2,3,1
8662000,3,4,1
8663000,2,4,1
8664000,1,3,1
8665000,2,4,1
8666000,2,4,1
8667000,1,2,0
8668000,1,3,1
8669000,1,2,1
8670000,1,2,1
8671000,1,4,1
8672000,1,4,1
8673000,1,4,1
8674000,3,4,1
8675000,1,2,1
8676000,1,2,1
8677000,2,3,1
8678000,2,3,1
8679000,3,4,1
8680000,1,4,0
8681000,1,4,1
8682000,2,4,1
8683000,1,4,1
8684000,1,4,0
8685000,2,3,1
8686000,1,2,1
8687000,2,3,1
8688000,2,4,1
8689000,3,4,1
8690000,1,3,1
8691000,3,4,1
8692000,3,4,1
8693000,3,4,1
8694000,1,3,1
8695000,2,4,1
8696000,2,3,1
8697000,3,4,1
8698000,1,2,1
8699000,2,4,0
8700000,1,4,0
8701000,1,3,1
8702000,2,3,1
8703000,1,4,1
8704000,1,2,1
8705000,2,4,1
8706000,1,4,0
8707000,3,4,1
8708000,1,3,1
8709000,1,4,1
8710000,3,4,1
8711000,2,3,1
8712000,2,4,1
8713000,1,3,1
8714000,3,4,1
8715000,1,4,1
8716000,1,2,1
8717000,1,2,1
8718000,3,4,1
8719000,1,4,1
8720000,3,4,1
8721000,1,4,1
8722000,1,2,1
8723000,1,2,1
8724000,2,4,1
8725000,1,3,1
8726000,2,4,1
8727000,1,2,1
8728000,1,3,1
8729000,1,3,1
8730000,1,2,1
8731000,3,4,1
8732000,1,3,1
8733000,1,3,0
8734000,3,4,1
8735000,2,3,1
8736000,1,4,0
8737000,1,2,1
8738000,3,4,1
8739000,3,4,1
8740000,1,4,1
8741000,1,2,1
8742000,1,3,1
8743000,1,2,1
8744000,1,2,1
8745000,3,4,1
8746000,1,4,1
8747000,1,4,1
8748000,2,3,1
8749000,2,4,0
8750000,2,3,1
8751000,1,4,0
8752000,1,2,1
8753000,2,3,1
8754000,2,4,0
8755000,1,2,1
8756000,2,4,1
8757000,1,4,0
8758000,2,3,1
8759000,1,3,1
8760000,1,4,1
8761000,1,4,1
8762000,1,4,1
8763000,3,4,1
8764000,1,2,1
8765000,3,4,0
8766000,2,3,0
8767000,2,3,1
8768000,2,3,1
8769000,2,3,1
8770000,3,4,1
8771000,1,4,1
8772000,1,2,1
8773000,1,4,1
8774000,1,4,1
8775000,1,4,0
8776000,2,3,1
8777000,2,4,1
8778000,1,4,1
8779000,2,4,1
8780000,1,3,0
8781000,1,4,1
8782000,3,4,1
8783000,1,3,1
8784000,1,3,1
8785000,1,4,0
8786000,1,2,1
8787000,1,2,1
8788000,3,4,1
8789000,2,3,0
8790000,3,4,1
8791000,3,4,1
8792000,2,3,1
8793000,2,4,1
8794000,3,4,1
8795000,3,4,1
8796000,1,4,0
8797000,1,3,1
8798000,3,4,1
8799000,1,2,0
8800000,1,4,0
8801000,1,2,1
8802000,2,4,1
8803000,3,4,1
8804000,3,4,1
8805000,1,2,1
8806000,1,3,1
8807000,3,4,1
8808000,1,2,1
8809000,1,2,1
8810000,2,4,1
8811000,1,4,1
8812000,1,2,0
8813000,3,4,1
8814000,2,4,1
8815000,1,3,1
8816000,1,3,1
8817000,1,2,1
8818000,1,2,1
8819000,1,3,1
8820000,1,4,1
8821000,1,4,1
8822000,2,3,1
8823000,1,3,1
8824000,1,3,1
8825000,1,2,1
8826000,3,4,1
8827000,1,4,1
8828000,1,4,1
8829000,3,4,1
8830000,1,2,1
8831000,2,3,1
8832000,1,2,1
8833000,1,2,1
8834000,2,4,1
8835000,1,4,1
8836000,1,4,1
8837000,2,4,1
8838000,1,4,0
8839000,2,3,1
8840000,1,2,1
8841000,2,4,1
8842000,2,4,1
8843000,2,4,1
8844000,1,4,1
8845000,2,3,1
8846000,1,3,1
8847000,2,3,1
8848000,2,4,0
8849000,1,3,1
8850000,2,4,1
8851000,2,3,1
8852000,3,4,1
8853000,3,4,1
8854000,1,4,0
8855000,3,4,1
8856000,2,4,1
8857000,2,4,1
8858000,1,4,1
8859000,1,3,1
8860000,1,2,1
8861000,1,4,1
8862000,1,2,1
8863000,2,3,1
8864000,1,4,1
8865000,1,3,1
8866000,2,4,1
8867000,1,4,0
8868000,1,4,1
8869000,1,4,1
8870000,1,3,1
8871000,1,2,1
8872000,2,4,1
8873000,1,2,1
8874000,2,4,1
8875000,1,2,1
8876000,1,3,1
8877000,1,2,0
8878000,2,4,1
8879000,1,4,1
8880000,1,4,1
8881000,2,3,1
8882000,1,3,1
8883000,2,4,1
8884000,3,4,1
8885000,3,4,1
8886000,2,4,1
8887000,1,2,1
8888000,1,4,1
8889000,1,3,1
8890000,1,3,0
8891000,1,3,0
8892000,1,2,1
8893000,1,4,1
8894000,3,4,1
8895000,2,3,1
8896000,1,3,1
8897000,2,4,1
8898000,2,3,1
8899000,2,4,1
8900000,2,3,1
8901000,2,4,1
8902000,3,4,1
8903000,1,2,1
8904000,3,4,1
8905000,3,4,1
8906000,1,3,1
8907000,3,4,1
8908000,2,3,1
8909000,3,4,1
8910000,3,4,1
8911000,2,3,1
8912000,1,2,1
8913000,2,3,1
8914000,3,4,1
8915000,2,3,1
8916000,2,4,1
8917000,2,4,1
8918000,1,3,1
8919000,2,3,1
8920000,2,3,1
8921000,1,3,1
8922000,3,4,1
8923000,2,3,1
8924000,1,3,1
8925000,2,3,1
8926000,2,4,1
8927000,1,2,1
8928000,1,4,0
8929000,2,4,1
8930000,2,4,1
8931000,1,4,1
8932000,1,4,1
8933000,1,3,1
8934000,1,3,1
8935000,2,3,1
8936000,2,3,1
8937000,2,3,1
8938000,2,4,1
8939000,1,3,1
8940000,1,4,0
8941000,2,4,1
8942000,2,3,1
8943000,3,4,1
8944000,2,4,0
8945000,2,3,1
8946000,2,4,0
8947000,2,4,1
8948000,1,2,1
8949000,1,2,1
8950000,2,3,1
8951000,1,4,1
8952000,1,3,1
8953000,3,4,1
8954000,2,4,1
8955000,1,4,0
8956000,2,4,1
8957000,1,3,0
8958000,1,3,1
8959000,1,4,1
8960000,1,2,1
8961000,3,4,1
8962000,1,2,1
8963000,1,2,1
8964000,2,4,1
8965000,3,4,1
8966000,2,3,1
8967000,3,4,1
8968000,1,3,1
8969000,1,4,0
8970000,1,3,1
8971000,2,4,1
8972000,3,4,1
8973000,3,4,1
8974000,2,4,1
8975000,1,2,1
8976000,1,4,1
8977000,2,4,1
8978000,3,4,1
8979000,1,2,1
8980000,2,4,1
8981000,1,4,1
8982000,1,4,1
8983000,2,3,1
8984000,1,3,1
8985000,1,4,1
8986000,2,3,1
8987000,3,4,1
8988000,3,4,1
8989000,2,3,1
8990000,3,4,1
8991000,1,4,1
8992000,2,3,1
8993000,3,4,1
8994000,2,4,1
8995000,2,4,1
8996000,2,3,1
8997000,3,4,1
8998000,1,3,1
8999000,1,2,1
9000000,2,3,1
9001000,2,3,1
9002000,1,2,1
9003000,1,2,1
9004000,1,3,1
9005000,1,2,1
9006000,2,3,1
9007000,1,3,1
9008000,2,4,1
9009000,1,2,1
9010000,3,4,1
9011000,3,4,1
9012000,2,3,1
9013000,1,3,1
9014000,3,4,0
9015000,1,3,1
9016000,2,3,1
9017000,1,3,1
9018000,2,3,1
9019000,1,2,1
9020000,1,4,1
9021000,1,4,0
9022000,3,4,1
9023000,3,4,1
9024000,2,3,1
9025000,1,2,1
9026000,2,3,1
9027000,2,3,1
9028000,2,4,1
9029000,1,2,0
9030000,1,2,1
9031000,1,2,1
9032000,1,2,1
9033000,1,4,1
9034000,1,3,0
9035000,2,4,1
9036000,1,3,1
9037000,2,4,0
9038000,3,4,1
9039000,3,4,1
9040000,1,4,1
9041000,1,2,1
9042000,2,4,0
9043000,3,4,1
9044000,3,4,1
9045000,3,4,1
9046000,1,4,1
9047000,2,4,1
9048000,3,4,1
9049000,1,3,1
9050000,2,3,1
9051000,3,4,1
9052000,1,3,0
9053000,3,4,1
9054000,2,4,1
9055000,1,4,1
9056000,1,4,1
9057000,1,2,1
9058000,1,2,1
9059000,1,2,1
9060000,3,4,1
9061000,1,2,0
9062000,2,4,1
9063000,1,4,0
9064000,2,4,1
9065000,3,4,1
9066000,1,2,1
9067000,1,4,1
9068000,3,4,1
9069000,1,4,1
9070000,2,3,1
9071000,2,4,1
9072000,2,4,1
9073000,3,4,1
9074000,1,4,1
9075000,1,3,1
9076000,1,2,1
9077000,1,3,1
9078000,1,2,1
9079000,2,3,1
9080000,1,4,1
9081000,2,4,1
9082000,1,3,1
9083000,2,3,1
9084000,3,4,1
9085000,1,4,1
9086000,1,3,0
9087000,2,3,0
9088000,2,4,1
9089000,1,3,1
9090000,2,3,1
9091000,1,3,1
9092000,1,2,1
9093000,2,4,1
9094000,1,3,1
9095000,3,4,1
9096000,1,4,1
9097000,2,4,1
9098000,1,2,1
9099000,1,2,0
9100000,1,3,1
9101000,2,4,1
9102000,3,4,1
9103000,1,3,1
9104000,2,4,1
9105000,1,4,1
9106000,2,3,1
9107000,1,2,1
9108000,2,4,1
9109000,1,3,1
9110000,3,4,1
9111000,2,3,1
9112000,1,2,1
9113000,2,3,1
9114000,2,4,1
9115000,1,3,1
9116000,2,3,1
9117000,2,3,1
9118000,2,3,1
9119000,1,4,1
9120000,3,4,1
9121000,1,3,1
9122000,3,4,1
9123000,3,4,1
9124000,2,4,0
9125000,1,3,1
9126000,1,2,1
9127000,1,2,1
9128000,1,2,1
9129000,2,3,1
9130000,1,3,1
9131000,1,4,1
9132000,3,4,0
9133000,2,3,1
9134000,3,4,1
9135000,1,4,1
9136000,2,4,1
9137000,1,2,1
9138000,2,4,1
9139000,1,2,1
9140000,3,4,1
9141000,1,3,0
9142000,2,3,0
9143000,3,4,1
9144000,2,3,1
9145000,1,4,1
9146000,2,4,1
9147000,2,3,1
9148000,1,3,1
9149000,1,4,1
9150000,3,4,1
9151000,1,3,1
9152000,1,4,1
9153000,3,4,1
9154000,2,4,1
9155000,2,3,1
9156000,1,4,1
9157000,2,3,1
9158000,3,4,1
9159000,2,3,1
9160000,2,4,1
9161000,3,4,1
9162000,2,3,1
9163000,2,4,1
9164000,1,4,1
9165000,3,4,1
9166000,2,4,1
9167000,2,4,1
9168000,1,4,1
9169000,3,4,1
9170000,1,2,1
9171000,1,2,1
9172000,1,3,1
9173000,3,4,1
9174000,2,3,1
9175000,2,3,0
9176000,2,4,1
9177000,1,3,1
9178000,3,4,1
9179000,1,3,1
9180000,1,4,1
9181000,1,3,0
9182000,3,4,1
9183000,2,3,1
9184000,1,3,1
9185000,1,3,0
9186000,1,4,1
9187000,2,3,1
9188000,1,4,1
9189000,1,2,1
9190000,2,3,1
9191000,3,4,1
9192000,2,4,1
9193000,2,4,1
9194000,2,3,1
9195000,2,4,1
9196000,1,4,1
9197000,1,2,1
9198000,2,3,1
9199000,1,4,0
9200000,1,4,1
9201000,2,4,1
9202000,2,4,1
9203000,1,4,1
9204000,2,3,0
9205000,2,3,1
9206000,2,3,1
9207000,2,4,0
9208000,2,4,1
9209000,1,3,1
9210000,2,4,1
9211000,1,3,1
9212000,1,2,1
9213000,2,4,1
9214000,3,4,0
9215000,1,2,1
9216000,1,4,0
9217000,3,4,0
9218000,2,3,1
9219000,1,3,1
9220000,2,3,1
9221000,2,3,1
9222000,1,3,1
9223000,2,4,1
9224000,1,2,1
9225000,3,4,1
9226000,1,3,0
9227000,1,4,0
9228000,1,3,1
9229000,1,2,1
9230000,1,2,1
9231000,1,2,1
9232000,2,4,1
9233000,1,2,1
9234000,2,3,1
9235000,1,3,1
9236000,1,2,1
9237000,1,4,1
9238000,2,4,1
9239000,3,4,1
9240000,1,4,1
9241000,1,2,1
9242000,2,3,1
9243000,1,2,1
9244000,3,4,1
9245000,1,4,0
9246000,3,4,1
9247000,3,4,1
9248000,1,4,1
9249000,3,4,1
9250000,1,3,1
9251000,3,4,1
9252000,2,4,0
9253000,1,2,1
9254000,1,4,1
9255000,1,3,0
9256000,1,4,1
9257000,2,3,1
9258000,1,3,1
9259000,2,3,1
9260000,1,3,1
9261000,2,3,1
9262000,1,3,0
9263000,1,3,1
9264000,1,4,1
9265000,1,3,1
9266000,1,2,1
9267000,1,4,1
9268000,1,3,1
9269000,1,4,1
9270000,1,4,1
9271000,2,3,1
9272000,1,2,1
9273000,2,4,1
9274000,2,4,1
9275000,1,2,1
9276000,2,3,1
9277000,1,4,1
9278000,2,3,1
9279000,1,2,1
9280000,1,2,1
9281000,3,4,1
9282000,1,2,1
9283000,1,3,1
9284000,1,2,1
9285000,1,3,1
9286000,1,2,0
9287000,1,2,1
9288000,2,4,1
9289000,2,4,1
9290000,1,4,1
9291000,2,4,1
9292000,1,2,1
9293000,3,4,1
9294000,2,4,1
9295000,3,4,1
9296000,2,4,1
9297000,1,2,1
9298000,3,4,1
9299000,2,4,1
9300000,3,4,1
9301000,1,3,1
9302000,1,2,1
9303000,2,3,0
9304000,2,4,1
9305000,2,3,1
9306000,2,3,1
9307000,2,3,1
9308000,3,4,1
9309000,1,3,1
9310000,1,3,1
9311000,1,3,1
9312000,1,3,1
9313000,2,4,0
9314000,3,4,1
9315000,2,3,1
9316000,2,3,1
9317000,2,4,1
9318000,2,4,0
9319000,2,3,1
9320000,2,3,1
9321000,1,2,1
9322000,1,3,1
9323000,2,3,1
9324000,3,4,1
9325000,1,4,1
9326000,1,3,1
9327000,1,4,1
9328000,2,4,0
9329000,2,3,1
9330000,2,3,1
9331000,2,3,1
9332000,1,4,1
9333000,1,2,1
9334000,2,3,0
9335000,3,4,1
9336000,2,4,1
9337000,2,4,1
9338000,1,2,1
9339000,2,4,1
9340000,3,4,1
9341000,1,2,1
9342000,1,2,0
9343000,1,3,1
9344000,1,4,1
9345000,1,3,1
9346000,1,2,1
9347000,3,4,1
9348000,2,3,1
9349000,1,4,1
9350000,2,4,1
9351000,2,4,1
9352000,1,3,1
9353000,2,3,1
9354000,2,4,1
9355000,2,4,0
9356000,1,3,1
9357000,3,4,1
9358000,2,3,1
9359000,1,3,1
9360000,3,4,1
9361000,1,3,0
9362000,2,3,1
9363000,1,4,1
9364000,2,4,1
9365000,2,3,1
9366000,2,3,1
9367000,3,4,1
9368000,3,4,1
9369000,3,4,1
9370000,2,3,1
9371000,3,4,1
9372000,1,4,0
9373000,3,4,1
9374000,3,4,0
9375000,2,4,0
9376000,3,4,1
9377000,2,3,1
9378000,1,2,1
9379000,2,3,1
9380000,1,2,1
9381000,1,2,1
9382000,2,4,1
9383000,2,3,1
9384000,3,4,1
9385000,2,4,1
9386000,2,3,1
9387000,1,2,1
9388000,1,2,1
9389000,1,2,1
9390000,3,4,1
9391000,1,3,1
9392000,1,4,1
9393000,2,3,1
9394000,1,3,1
9395000,2,4,1
9396000,3,4,1
9397000,2,4,1
9398000,3,4,1
9399000,2,4,1
9400000,1,4,1
9401000,2,3,1
9402000,2,4,1
9403000,3,4,1
9404000,1,3,1
9405000,2,4,1
9406000,1,2,1
9407000,2,4,1
9408000,3,4,1
9409000,1,3,1
9410000,1,3,1
9411000,2,4,1
9412000,3,4,1
9413000,1,3,1
9414000,3,4,1
9415000,3,4,1
9416000,3,4,1
9417000,1,4,1
9418000,3,4,1
9419000,2,4,1
9420000,1,3,1
9421000,2,3,1
9422000,2,3,1
9423000,2,4,1
9424000,1,2,1
9425000,2,4,0
9426000,2,3,1
9427000,1,4,1
9428000,1,3,1
9429000,3,4,1
9430000,1,4,1
9431000,1,3,1
9432000,1,4,0
9433000,3,4,1
9434000,1,4,1
9435000,3,4,1
9436000,3,4,1
9437000,3,4,1
9438000,1,3,1
9439000,2,4,1
9440000,1,3,1
9441000,1,3,1
9442000,1,2,1
9443000,1,3,1
9444000,2,4,1
9445000,1,4,0
9446000,2,4,1
9447000,1,2,1
9448000,1,2,1
9449000,1,3,1
9450000,2,4,1
9451000,1,4,1
9452000,3,4,1
9453000,3,4,1
9454000,3,4,1
9455000,1,3,1
9456000,1,3,1
9457000,2,3,1
9458000,1,2,1
9459000,1,2,1
9460000,3,4,1
9461000,1,3,0
9462000,1,2,1
9463000,2,3,1
9464000,1,3,1
9465000,3,4,1
9466000,1,4,1
9467000,1,4,1
9468000,2,4,1
9469000,1,3,1
9470000,3,4,1
9471000,2,4,1
9472000,1,2,1
9473000,1,4,1
9474000,1,2,1
9475000,3,4,1
9476000,1,4,0
9477000,1,3,1
9478000,2,3,1
9479000,2,4,0
9480000,2,3,1
9481000,3,4,1
9482000,1,4,1
9483000,3,4,1
9484000,1,2,1
9485000,1,3,1
9486000,2,4,1
9487000,2,4,1
9488000,1,3,0
9489000,2,3,1
9490000,1,2,1
9491000,1,3,1
9492000,2,3,1
9493000,1,3,1
9494000,1,3,1
9495000,2,3,1
9496000,3,4,1
9497000,2,3,1
9498000,2,4,1
9499000,2,3,1
9500000,1,2,1
9501000,1,3,1
9502000,1,4,1
9503000,2,3,0
9504000,2,4,1
9505000,2,4,1
9506000,1,2,1
9507000,1,4,1
9508000,2,3,1
9509000,1,4,1
9510000,2,4,1
9511000,1,3,1
9512000,1,3,0
9513000,1,3,1
9514000,1,4,1
9515000,3,4,1
9516000,1,4,1
9517000,3,4,1
9518000,1,2,1
9519000,1,3,1
9520000,2,3,1
9521000,1,4,1
9522000,1,4,1
9523000,1,3,1
9524000,1,4,1
9525000,1,2,1
9526000,2,4,1
9527000,1,4,0
9528000,1,3,1
9529000,1,3,1
9530000,3,4,1
9531000,1,3,1
9532000,1,3,1
9533000,1,3,1
9534000,2,4,1
9535000,1,4,0
9536000,2,3,1
9537000,3,4,1
